#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-14T15:26:51 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-14T15:26:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/Nat/598.267/tables1&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1038059801
#Name: J/other/Nat/598.267
#Title: List of radio bursts (Li+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/other/nat/598.267	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/nat/598.267	    IVOID of underlying data collection
#INFO	creator=Li D.	    First author or institution
#INFO	cites=bibcode:2021Natur.598..267L	    Article or Data origin sources
#INFO	journal=Natu	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/Nat/598.267	    Dataset landing page
#INFO	publication_date=2022-09-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_Nat_598_267_tables1:
#Name: J/other/Nat/598.267/tables1
#Title: All relevant data for the 1652 detected burst events
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Burst	(I4)	Burst ID	[ucd=meta.id;meta.main]
#Column	MJD	(F15.9)	Burst time (MJD) (1)	[ucd=time.epoch]
#Column	DM	(F5.1)	Dispersion measure	[ucd=phys.dispMeasure;instr.dispersion]
#Column	e_DM	(F4.1)	Dispersion measure error	[ucd=stat.error]
#Column	Width	(F5.2)	Pulse width error	[ucd=src.var.pulse]
#Column	e_Width	(F5.2)	Pulse width	[ucd=stat.error;spect.line.width]
#Column	Bandwidth	(F6.3)	Bandwidth (2)	[ucd=em.freq]
#Column	Fp	(F8.3)	Peak flux	[ucd=phot.flux]
#Column	e_Fp	(F4.1)	Peak flux error	[ucd=stat.error]
#Column	Fluence	(F7.4)	Fluence	[ucd=phot.fluence;em.gamma.hard]
#Column	e_Fluence	(F7.4)	Fluence error	[ucd=stat.error;phot.fluence]
#Column	E	(D10.3)	Energy	[ucd=phys.energy]
#Column	e_E	(E10.3)	Energy error	[ucd=stat.error]
recno	Burst	MJD	DM	e_DM	Width	e_Width	Bandwidth	Fp	e_Fp	Fluence	e_Fluence	E	e_E
    1411	1411	58756.863996714	564.4	 0.5	 3.35	 0.02	 0.300	  20.830	 1.2	 0.0698	 0.0000	 7.470e+37	 2.000e+34
    1412	1412	58756.864037176	565.7	 0.5	 2.22	 0.00	 0.300	 278.010	 9.9	 0.6172	 0.0000	 6.607e+38	 0.000e+00
    1413	1413	58756.864037201	567.2	 0.8	 3.31	 0.01	 0.300	 375.560	 4.0	 1.2431	 0.0000	 1.331e+39	 0.000e+00
    1414	1414	58756.864154483	564.2	 0.5	 2.40	 0.10	 0.300	 263.840	 7.9	 0.6332	 0.0000	 6.778e+38	 0.000e+00
    1415	1415	58756.864154511	563.4	 0.4	 4.97	 0.02	 0.450	 131.390	 2.6	 0.6530	 0.0000	 6.990e+38	 0.000e+00
    1416	1416	58756.864154515	563.6	 0.4	 2.31	 0.02	 0.070	  51.330	 1.2	 0.1186	 0.0000	 1.269e+38	 0.000e+00
    1417	1417	58756.864392547	567.3	 0.7	 9.80	 0.90	 0.150	   5.200	 0.7	 0.0510	 0.0001	 5.455e+37	 1.300e+35
    1418	1418	58756.865330195	567.4	 0.4	 7.33	 0.05	 0.190	  15.350	 0.8	 0.1125	 0.0000	 1.204e+38	 0.000e+00
    1419	1419	58756.865881831	567.4	 0.2	 5.42	 0.06	 0.300	   9.840	 0.9	 0.0533	 0.0001	 5.709e+37	 6.000e+34
    1420	1420	58756.866601743	567.3	 0.6	 3.59	 0.03	 0.100	  14.460	 1.1	 0.0519	 0.0000	 5.557e+37	 4.000e+34
    1421	1421	58756.867284494	567.3	 0.5	 2.20	 0.90	 0.300	   1.650	 1.2	 0.0036	 0.0002	 3.886e+36	 2.600e+34
    1422	1422	58756.867285460	567.4	 0.3	 2.05	 0.00	 0.300	 591.290	 3.4	 1.2121	 0.0000	 1.298e+39	 0.000e+00
    1423	1423	58756.867285509	566.3	 0.4	 1.08	 0.03	 0.200	   5.740	 0.7	 0.0062	 0.0000	 6.636e+36	 2.300e+34
    1424	1424	58756.867610375	567.3	 0.8	 3.22	 0.03	 0.050	  14.180	 1.1	 0.0457	 0.0000	 4.888e+37	 3.000e+34
    1425	1425	58756.868795697	568.2	 0.5	 2.83	 0.04	 0.400	  22.110	 3.9	 0.0626	 0.0001	 6.698e+37	 1.500e+35
    1426	1426	58756.868795747	568.2	 0.5	 5.95	 0.07	 0.400	  44.020	 1.4	 0.2619	 0.0001	 2.804e+38	 1.000e+35
    1427	1427	58756.869487946	566.7	 0.4	 4.82	 0.03	 0.320	  16.220	 1.0	 0.0782	 0.0000	 8.369e+37	 3.000e+34
    1428	1428	58756.869569260	564.4	 0.5	 3.69	 0.04	 0.140	  12.750	 1.0	 0.0471	 0.0000	 5.036e+37	 3.000e+34
    1429	1429	58756.873158092	567.3	 0.3	 5.81	 0.03	 0.200	  21.110	 0.9	 0.1226	 0.0000	 1.313e+38	 0.000e+00
    1430	1430	58756.873158168	567.3	 0.3	 3.21	 0.03	 0.200	  20.870	 0.4	 0.0670	 0.0000	 7.171e+37	 1.000e+34
    1431	1431	58756.873899061	565.9	 0.5	 9.00	 0.80	 0.130	   9.530	 0.7	 0.0858	 0.0001	 9.182e+37	 5.000e+34
    1432	1432	58756.874400485	568.1	 0.5	 7.34	 0.09	 0.080	   4.963	 0.1	 0.0364	 0.0000	 3.901e+37	 4.000e+34
    1433	1433	58756.874405434	568.3	 0.9	 6.17	 0.09	 0.170	   6.320	 0.8	 0.0390	 0.0001	 4.174e+37	 7.000e+34
    1434	1434	58756.874465411	566.7	 0.6	 4.66	 0.06	 0.110	   8.370	 0.9	 0.0390	 0.0001	 4.175e+37	 5.000e+34
    1435	1435	58756.874556401	564.0	 0.6	 3.02	 0.03	 0.080	  11.150	 1.0	 0.0337	 0.0000	 3.605e+37	 3.000e+34
    1436	1436	58756.874556405	566.8	 0.5	 2.04	 0.02	 0.100	  10.810	 0.9	 0.0221	 0.0000	 2.361e+37	 2.000e+34
    1437	1437	58756.875561889	569.5	 0.7	 3.13	 0.02	 0.200	  23.020	 1.1	 0.0721	 0.0000	 7.713e+37	 2.000e+34
    1438	1438	58756.875561897	565.9	 0.4	 2.12	 0.02	 0.200	  21.920	 1.3	 0.0465	 0.0000	 4.975e+37	 2.000e+34
    1439	1439	58756.875562655	565.5	 0.6	 7.71	 0.04	 0.450	  22.800	 1.0	 0.1758	 0.0000	 1.882e+38	 0.000e+00
    1440	1440	58756.875562697	565.5	 0.6	 3.10	 0.20	 0.210	  24.300	 1.3	 0.0753	 0.0000	 8.064e+37	 3.000e+34
    1441	1441	58756.876543168	566.7	 0.4	 5.49	 0.07	 0.200	   8.290	 0.8	 0.0455	 0.0001	 4.872e+37	 6.000e+34
    1442	1442	58756.877709332	565.8	 0.5	 5.02	 0.04	 0.230	  12.690	 0.8	 0.0637	 0.0000	 6.819e+37	 3.000e+34
    1443	1443	58756.877836769	565.4	 0.3	11.14	 0.09	 0.140	   5.950	 0.6	 0.0663	 0.0001	 7.095e+37	 9.000e+34
    1444	1444	58756.878005118	566.6	 0.4	 4.93	 0.05	 0.450	  11.600	 0.9	 0.0572	 0.0000	 6.122e+37	 4.000e+34
    1445	1445	58756.878005229	564.2	 0.6	 7.57	 0.09	 0.400	   7.450	 0.8	 0.0564	 0.0001	 6.037e+37	 7.000e+34
    1446	1446	58756.878005258	566.6	 0.4	 3.21	 0.05	 0.100	   6.320	 0.8	 0.0203	 0.0000	 2.172e+37	 3.000e+34
    1447	1447	58756.878568783	566.2	 0.3	 3.44	 0.04	 0.050	  10.980	 1.0	 0.0378	 0.0000	 4.043e+37	 3.000e+34
    1448	1448	58756.878568788	566.5	 0.3	 2.76	 0.06	 0.070	  11.230	 0.9	 0.0310	 0.0000	 3.318e+37	 5.000e+34
    1449	1449	58756.878747573	566.7	 0.5	 5.31	 0.08	 0.070	   7.179	 0.1	 0.0381	 0.0000	 4.078e+37	 4.000e+34
    1450	1450	58756.879516266	569.2	 0.6	 5.05	 0.04	 0.040	  11.720	 0.8	 0.0592	 0.0000	 6.336e+37	 4.000e+34
    1451	1451	58756.880155133	569.4	 0.9	 4.39	 0.04	 0.100	  11.170	 0.9	 0.0490	 0.0000	 5.249e+37	 4.000e+34
    1452	1452	58756.880155148	564.2	 0.5	 3.21	 0.05	 0.100	  10.920	 0.9	 0.0350	 0.0000	 3.752e+37	 5.000e+34
    1453	1453	58756.880156867	566.0	 0.4	 6.48	 0.08	 0.110	   8.030	 0.8	 0.0520	 0.0001	 5.570e+37	 6.000e+34
    1454	1454	58756.880952122	566.4	 0.6	 3.33	 0.03	 0.040	  14.680	 1.1	 0.0489	 0.0000	 5.233e+37	 3.000e+34
    1455	1455	58756.881128916	566.2	 0.5	 2.03	 0.01	 0.150	  76.930	 1.5	 0.1562	 0.0000	 1.672e+38	 0.000e+00
    1456	1456	58756.881128926	566.5	 0.4	 3.10	 0.30	 0.160	  75.390	 1.6	 0.2337	 0.0000	 2.502e+38	 0.000e+00
    1457	1457	58756.881851668	566.2	 0.4	 4.11	 0.03	 0.180	  15.070	 1.0	 0.0619	 0.0000	 6.630e+37	 3.000e+34
    1458	1458	58756.881851695	566.4	 0.4	 4.56	 0.06	 0.120	  14.190	 0.9	 0.0647	 0.0000	 6.927e+37	 5.000e+34
    1459	1459	58757.898847204	566.0	 0.5	 6.12	 0.09	 0.140	  14.273	 0.1	 0.0873	 0.0001	 9.347e+37	 7.000e+34
    1460	1460	58757.900647731	565.5	 0.2	 3.43	 0.05	 0.200	   8.700	 1.0	 0.0298	 0.0000	 3.194e+37	 4.000e+34
    1461	1461	58757.900647870	565.5	 0.2	 3.39	 0.02	 0.300	  25.820	 1.0	 0.0875	 0.0000	 9.370e+37	 1.000e+34
    1462	1462	58757.900652212	566.5	 0.5	 1.89	 0.02	 0.270	  12.540	 1.3	 0.0237	 0.0000	 2.537e+37	 2.000e+34
    1463	1463	58757.900851357	568.9	 0.8	 6.60	 0.70	 0.300	   7.460	 0.7	 0.0492	 0.0000	 5.271e+37	 5.000e+34
    1464	1464	58757.900851868	567.1	 0.6	 4.11	 0.08	 0.250	   5.080	 0.8	 0.0209	 0.0001	 2.235e+37	 7.000e+34
    1465	1465	58757.901426407	567.0	 1.2	 6.34	 0.09	 0.090	   4.530	 0.8	 0.0287	 0.0001	 3.074e+37	 1.100e+35
    1466	1466	58757.902634777	566.6	 0.5	 4.31	 0.02	 0.450	  56.570	 2.7	 0.2438	 0.0000	 2.610e+38	 0.000e+00
    1467	1467	58757.902634844	563.8	 0.5	11.28	 0.07	 0.450	  32.670	 1.0	 0.3685	 0.0001	 3.945e+38	 0.000e+00
    1468	1468	58757.903874114	566.1	 0.4	 2.76	 0.01	 0.180	  26.290	 1.1	 0.0726	 0.0000	 7.767e+37	 1.000e+34
    1469	1469	58757.904270860	566.1	 0.4	 3.74	 0.03	 0.180	  11.820	 0.9	 0.0442	 0.0000	 4.732e+37	 3.000e+34
    1470	1470	58757.906360825	565.8	 0.3	 2.33	 0.02	 0.150	  16.110	 1.1	 0.0375	 0.0000	 4.018e+37	 2.000e+34
    1471	1471	58757.910407693	565.2	 0.6	 3.30	 0.00	 0.450	 109.860	 1.0	 0.3625	 0.0000	 3.881e+38	 0.000e+00
    1472	1472	58757.910407763	569.0	 0.7	 2.80	 0.40	 0.050	   5.120	 0.8	 0.0143	 0.0000	 1.535e+37	 3.000e+34
    1473	1473	58757.910442512	567.4	 0.4	 1.68	 0.00	 0.320	 234.270	 1.4	 0.3936	 0.0000	 4.213e+38	 0.000e+00
    1474	1474	58757.910442566	564.2	 0.3	 1.43	 0.02	 0.320	 231.910	 1.2	 0.3316	 0.0000	 3.550e+38	 0.000e+00
    1475	1475	58757.910996034	566.6	 0.4	 3.94	 0.05	 0.120	   9.050	 0.9	 0.0357	 0.0000	 3.817e+37	 4.000e+34
    1476	1476	58757.911052278	564.2	 0.3	 8.03	 0.09	 0.050	   5.200	 0.6	 0.0418	 0.0001	 4.470e+37	 8.000e+34
    1477	1477	58757.911640053	564.2	 0.3	 3.90	 0.70	 0.120	   5.560	 0.9	 0.0217	 0.0001	 2.321e+37	 6.000e+34
    1478	1478	58757.911641774	567.8	 0.7	 6.88	 0.09	 0.120	   6.120	 0.7	 0.0421	 0.0001	 4.507e+37	 6.000e+34
    1479	1479	58757.911642070	566.2	 0.5	 3.95	 0.09	 0.120	   4.990	 1.4	 0.0197	 0.0002	 2.110e+37	 1.700e+35
    1480	1480	58757.912605398	561.5	 0.5	 8.94	 0.09	 0.110	   5.663	 0.0	 0.0506	 0.0000	 5.420e+37	 4.000e+34
    1481	1481	58757.912752257	565.6	 0.3	 6.83	 0.08	 0.120	   7.530	 0.7	 0.0514	 0.0001	 5.505e+37	 5.000e+34
    1482	1482	58757.912756800	566.0	 0.4	 2.51	 0.02	 0.120	  18.020	 1.1	 0.0452	 0.0000	 4.842e+37	 1.000e+34
    1483	1483	58757.912757062	567.0	 0.4	 1.99	 0.04	 0.120	   7.780	 1.2	 0.0155	 0.0000	 1.657e+37	 4.000e+34
    1484	1484	58757.914598243	564.4	 0.3	 3.98	 0.04	 0.120	  10.630	 0.9	 0.0423	 0.0000	 4.529e+37	 4.000e+34
    1485	1485	58757.914789718	564.9	 0.2	 5.52	 0.05	 0.120	  11.120	 0.8	 0.0614	 0.0000	 6.571e+37	 3.000e+34
    1486	1486	58757.914789776	567.5	 0.5	 4.33	 0.06	 0.120	   4.300	 0.9	 0.0186	 0.0001	 1.993e+37	 5.000e+34
    1487	1487	58757.915948383	561.2	 0.3	 3.98	 0.04	 0.080	   9.240	 0.8	 0.0368	 0.0000	 3.937e+37	 3.000e+34
    1488	1488	58757.916997218	567.9	 0.7	 5.47	 0.06	 0.080	   8.070	 0.7	 0.0441	 0.0000	 4.725e+37	 4.000e+34
    1489	1489	58757.918666984	565.3	 0.3	 4.34	 0.07	 0.080	   5.930	 0.8	 0.0257	 0.0001	 2.755e+37	 5.000e+34
    1490	1490	58757.919171542	565.5	 0.6	19.75	 0.09	 0.080	   4.880	 0.7	 0.0964	 0.0003	 1.032e+38	 3.000e+35
    1491	1491	58757.919244107	566.9	 0.4	 5.95	 0.06	 0.080	   7.340	 0.6	 0.0437	 0.0000	 4.675e+37	 3.000e+34
    1492	1492	58757.919796998	564.6	 0.2	 4.13	 0.01	 0.400	  33.470	 0.9	 0.1382	 0.0000	 1.480e+38	 0.000e+00
    1493	1493	58757.919797049	564.6	 0.2	 3.20	 0.20	 0.250	  31.890	 0.8	 0.1021	 0.0000	 1.092e+38	 0.000e+00
    1494	1494	58757.920250584	565.3	 0.3	 3.11	 0.02	 0.220	  23.010	 1.0	 0.0716	 0.0000	 7.660e+37	 1.000e+34
    1495	1495	58757.920745782	566.1	 0.5	 5.80	 0.70	 0.120	   7.710	 0.8	 0.0447	 0.0001	 4.787e+37	 5.000e+34
    1496	1496	58757.924153111	568.0	 0.3	 5.99	 0.03	 0.400	  19.600	 0.7	 0.1174	 0.0000	 1.257e+38	 0.000e+00
    1497	1497	58757.924153160	569.7	 0.9	 2.12	 0.05	 0.070	  18.830	 0.9	 0.0399	 0.0000	 4.273e+37	 4.000e+34
    1498	1498	58757.924486780	564.9	 0.6	 5.55	 0.05	 0.150	   9.090	 9.1	 0.0505	 0.0004	 5.401e+37	 4.300e+35
    1499	1499	58757.924486791	564.9	 0.6	 4.98	 0.03	 0.150	   9.350	 3.4	 0.0466	 0.0001	 4.984e+37	 1.100e+35
    1500	1500	58757.925393280	565.3	 0.3	 4.76	 0.04	 0.150	  10.780	 0.7	 0.0513	 0.0000	 5.493e+37	 3.000e+34
    1501	1501	58757.925395098	565.4	 0.3	 3.19	 0.03	 0.150	  13.260	 0.9	 0.0423	 0.0000	 4.528e+37	 2.000e+34
    1502	1502	58757.925467366	565.4	 0.3	 9.20	 0.80	 0.050	   7.720	 0.5	 0.0710	 0.0000	 7.603e+37	 4.000e+34
    1503	1503	58757.925899193	565.5	 0.3	 4.48	 0.03	 0.450	  18.300	 0.9	 0.0820	 0.0000	 8.776e+37	 2.000e+34
    1504	1504	58757.925899332	565.2	 0.4	 3.53	 0.01	 0.450	  70.890	 1.0	 0.2502	 0.0000	 2.679e+38	 0.000e+00
    1505	1505	58757.926223123	564.5	 0.3	 4.01	 0.02	 0.250	  23.340	 0.8	 0.0936	 0.0000	 1.002e+38	 0.000e+00
    1506	1506	58757.926223155	567.1	 0.6	 2.59	 0.02	 0.150	   7.340	 0.8	 0.0190	 0.0000	 2.035e+37	 1.000e+34
    1507	1507	58757.928732726	566.7	 0.8	 3.76	 0.04	 0.200	  11.160	 0.9	 0.0420	 0.0000	 4.492e+37	 3.000e+34
    1508	1508	58757.928733407	566.2	 0.7	12.98	 0.09	 0.200	   5.390	 0.6	 0.0700	 0.0001	 7.489e+37	 1.200e+35
    1509	1509	58757.929089435	568.8	 0.7	15.46	 0.09	 0.170	   4.920	 0.6	 0.0761	 0.0002	 8.142e+37	 1.700e+35
    1510	1510	58757.929275143	565.2	 0.6	 3.05	 0.00	 0.450	 397.120	 2.4	 1.2112	 0.0000	 1.297e+39	 0.000e+00
    1511	1511	58757.929397204	568.0	 0.4	 4.68	 0.08	 0.150	   5.520	 0.8	 0.0258	 0.0001	 2.765e+37	 7.000e+34
    1512	1512	58757.930444825	566.4	 0.4	 3.87	 0.03	 0.220	  15.770	 0.8	 0.0610	 0.0000	 6.533e+37	 2.000e+34
    1513	1513	58757.930444853	567.0	 0.8	 3.45	 0.05	 0.300	  15.450	 0.8	 0.0533	 0.0000	 5.706e+37	 3.000e+34
    1514	1514	58757.931080339	564.8	 0.5	 2.37	 0.04	 0.180	   6.470	 1.0	 0.0153	 0.0000	 1.641e+37	 4.000e+34
    1515	1515	58757.932525190	564.8	 0.5	 5.29	 0.06	 0.100	   6.930	 0.7	 0.0367	 0.0000	 3.924e+37	 4.000e+34
    1516	1516	58757.933908790	564.7	 0.2	 2.91	 0.01	 0.190	  22.520	 0.8	 0.0655	 0.0000	 7.015e+37	 1.000e+34
    1517	1517	58757.934105718	567.2	 0.5	 7.92	 0.09	 0.115	   4.805	 0.0	 0.0381	 0.0000	 4.075e+37	 3.000e+34
    1518	1518	58757.934179437	566.0	 0.5	 4.27	 0.07	 0.250	   7.380	 1.4	 0.0315	 0.0001	 3.373e+37	 1.000e+35
    1519	1519	58757.934179504	566.3	 0.6	 7.61	 0.08	 0.250	  12.700	 0.5	 0.0966	 0.0000	 1.035e+38	 0.000e+00
    1520	1520	58757.936252457	567.7	 0.3	 5.86	 0.09	 0.400	   8.200	 0.7	 0.0481	 0.0001	 5.144e+37	 9.000e+34
    1521	1521	58757.936252507	565.5	 0.6	 2.62	 0.04	 0.400	  13.430	 1.8	 0.0352	 0.0001	 3.767e+37	 7.000e+34
    1522	1522	58757.936252568	564.3	 0.5	 5.68	 0.09	 0.400	   7.320	 0.7	 0.0416	 0.0001	 4.451e+37	 7.000e+34
    1523	1523	58758.941724526	567.4	 0.4	 4.55	 0.04	 0.180	  11.650	 0.8	 0.0530	 0.0000	 5.674e+37	 3.000e+34
    1524	1524	58758.942392802	564.5	 0.6	 3.63	 0.04	 0.080	  10.970	 0.9	 0.0398	 0.0000	 4.263e+37	 3.000e+34
    1525	1525	58758.944314839	565.9	 0.5	 3.67	 0.06	 0.050	   6.940	 0.9	 0.0255	 0.0001	 2.727e+37	 5.000e+34
    1526	1526	58758.946771394	567.1	 0.5	 3.09	 0.00	 0.450	 377.020	 1.4	 1.1650	 0.0000	 1.247e+39	 0.000e+00
    1527	1527	58758.948500876	565.1	 0.4	 4.10	 0.30	 0.100	  14.890	 0.9	 0.0611	 0.0000	 6.535e+37	 3.000e+34
    1528	1528	58758.948500887	564.4	 0.3	 4.60	 0.50	 0.300	  15.020	 1.0	 0.0691	 0.0000	 7.396e+37	 4.000e+34
    1529	1529	58758.950322738	567.2	 0.3	 3.91	 0.05	 0.450	   8.470	 0.8	 0.0331	 0.0000	 3.545e+37	 3.000e+34
    1530	1530	58758.950323514	565.4	 0.3	 9.81	 0.09	 0.450	   3.490	 0.5	 0.0342	 0.0001	 3.665e+37	 1.100e+35
    1531	1531	58758.951959158	566.1	 0.7	 3.46	 0.04	 0.100	   8.680	 0.8	 0.0300	 0.0000	 3.215e+37	 3.000e+34
    1532	1532	58758.952736480	566.3	 0.7	 4.40	 0.60	 0.300	  14.540	 0.9	 0.0640	 0.0001	 6.849e+37	 6.000e+34
    1533	1533	58758.953999953	566.6	 0.4	 6.98	 0.09	 0.100	   5.630	 0.7	 0.0393	 0.0001	 4.207e+37	 8.000e+34
    1534	1534	58758.954399256	565.3	 0.5	10.50	 0.90	 0.300	   6.110	 0.6	 0.0642	 0.0001	 6.868e+37	 7.000e+34
    1535	1535	58758.954639406	565.8	 0.7	 3.54	 0.06	 0.350	   6.660	 1.0	 0.0236	 0.0001	 2.524e+37	 6.000e+34
    1536	1536	58758.954647263	565.8	 0.7	 3.88	 0.03	 0.450	  39.360	 2.3	 0.1527	 0.0001	 1.635e+38	 0.000e+00
    1537	1537	58758.955124337	566.0	 0.3	 5.60	 0.90	 0.200	   4.410	 1.4	 0.0247	 0.0003	 2.644e+37	 2.800e+35
    1538	1538	58758.957768074	566.6	 0.7	 3.13	 0.03	 0.200	  13.650	 1.1	 0.0427	 0.0000	 4.574e+37	 3.000e+34
    1539	1539	58758.957815305	564.9	 0.4	 3.20	 0.30	 0.200	  11.860	 1.1	 0.0379	 0.0000	 4.063e+37	 3.000e+34
    1540	1540	58758.958412198	565.7	 0.4	 1.91	 0.00	 0.320	 350.480	 2.1	 0.6694	 0.0000	 7.166e+38	 0.000e+00
    1541	1541	58758.958413205	565.6	 0.6	 0.85	 0.02	 0.025	   5.010	 0.9	 0.0043	 0.0000	 4.559e+36	 2.100e+34
    1542	1542	58758.959051154	566.6	 0.5	 4.36	 0.07	 0.100	   7.580	 1.0	 0.0331	 0.0001	 3.538e+37	 7.000e+34
    1543	1543	58758.959218717	567.6	 0.5	 1.80	 0.50	 0.100	   7.150	 1.6	 0.0129	 0.0001	 1.378e+37	 8.000e+34
    1544	1544	58758.960651799	567.6	 0.6	 9.52	 0.09	 0.100	   7.410	 1.1	 0.0705	 0.0001	 7.552e+37	 1.400e+35
    1545	1545	58758.961364431	566.2	 0.4	 7.46	 0.08	 0.100	   8.780	 0.8	 0.0655	 0.0001	 7.012e+37	 7.000e+34
    1546	1546	58758.961498165	566.1	 0.3	 3.06	 0.04	 0.100	  10.220	 1.1	 0.0313	 0.0000	 3.348e+37	 4.000e+34
    1547	1547	58758.961599684	566.0	 0.5	 3.19	 0.05	 0.115	   8.624	 0.1	 0.0275	 0.0000	 2.944e+37	 3.000e+34
    1548	1548	58758.961977773	566.5	 0.5	 7.33	 0.05	 0.220	  17.290	 0.8	 0.1267	 0.0000	 1.357e+38	 0.000e+00
    1549	1549	58758.964047543	566.2	 0.5	 5.15	 0.05	 0.200	  10.330	 0.8	 0.0532	 0.0000	 5.695e+37	 4.000e+34
    1550	1550	58758.964149351	569.0	 0.5	 7.33	 0.09	 0.085	   2.546	 0.0	 0.0187	 0.0000	 1.997e+37	 2.000e+34
    1551	1551	58758.964645293	567.5	 0.5	 6.95	 0.02	 0.450	  46.030	 0.8	 0.3199	 0.0000	 3.425e+38	 0.000e+00
    1552	1552	58758.965333785	565.9	 0.6	 3.54	 0.04	 0.300	  22.130	 3.1	 0.0783	 0.0001	 8.386e+37	 1.200e+35
    1553	1553	58758.965333839	564.5	 0.5	 8.44	 0.09	 0.300	   7.660	 1.0	 0.0646	 0.0002	 6.921e+37	 2.400e+35
    1554	1554	58758.965789793	565.7	 0.3	 1.80	 0.50	 0.120	   7.940	 1.6	 0.0143	 0.0001	 1.530e+37	 7.000e+34
    1555	1555	58758.965789830	566.5	 0.5	 8.75	 0.09	 0.120	   6.380	 0.8	 0.0558	 0.0001	 5.976e+37	 1.000e+35
    1556	1556	58758.966682751	565.3	 0.3	 4.46	 0.05	 0.150	  11.020	 1.0	 0.0491	 0.0000	 5.261e+37	 4.000e+34
    1557	1557	58758.967035050	568.0	 0.6	 6.49	 0.05	 0.160	  10.550	 0.7	 0.0685	 0.0000	 7.330e+37	 3.000e+34
    1558	1558	58758.967386076	566.5	 0.5	 3.54	 0.02	 0.200	  23.260	 1.0	 0.0823	 0.0000	 8.814e+37	 1.000e+34
    1559	1559	58758.967386144	566.5	 0.5	 3.20	 0.30	 0.180	  24.940	 1.3	 0.0798	 0.0000	 8.543e+37	 4.000e+34
    1560	1560	58758.969537674	564.2	 0.6	 2.85	 0.05	 0.400	   8.520	 1.2	 0.0243	 0.0001	 2.599e+37	 6.000e+34
    1561	1561	58758.969540704	564.1	 0.2	 2.27	 0.00	 0.400	 264.360	 1.4	 0.6001	 0.0000	 6.424e+38	 0.000e+00
    1562	1562	58758.969541746	567.7	 0.9	 1.04	 0.02	 0.020	   5.010	 0.9	 0.0052	 0.0000	 5.578e+36	 1.900e+34
    1563	1563	58758.972134106	567.5	 0.3	 3.28	 0.04	 0.100	  10.090	 1.0	 0.0331	 0.0000	 3.543e+37	 4.000e+34
    1564	1564	58758.972257115	567.5	 0.4	 3.18	 0.04	 0.100	  10.060	 1.1	 0.0320	 0.0000	 3.425e+37	 4.000e+34
    1565	1565	58758.975108267	564.2	 0.6	 3.59	 0.03	 0.200	  15.060	 1.1	 0.0541	 0.0000	 5.788e+37	 3.000e+34
    1566	1566	58758.976065802	566.3	 0.7	 2.95	 0.06	 0.200	   8.310	 1.4	 0.0245	 0.0001	 2.624e+37	 8.000e+34
    1567	1567	58758.976065896	564.6	 0.5	 4.71	 0.05	 0.200	  12.510	 1.1	 0.0589	 0.0001	 6.308e+37	 5.000e+34
    1568	1568	58758.976459145	565.2	 0.3	 6.05	 0.05	 0.280	  16.140	 1.0	 0.0977	 0.0000	 1.045e+38	 0.000e+00
    1569	1569	58758.977114149	567.1	 0.5	 6.42	 0.04	 0.400	  21.500	 1.0	 0.1380	 0.0000	 1.478e+38	 0.000e+00
    1570	1570	58758.977114274	567.1	 0.5	 6.87	 0.08	 0.400	  10.620	 1.0	 0.0730	 0.0001	 7.810e+37	 8.000e+34
    1571	1571	58758.977115130	565.8	 0.4	 3.09	 0.04	 0.400	  11.720	 1.3	 0.0362	 0.0001	 3.877e+37	 6.000e+34
    1572	1572	58758.977494322	563.7	 0.6	 5.02	 0.09	 0.100	   7.550	 1.1	 0.0379	 0.0001	 4.057e+37	 1.000e+35
    1573	1573	58758.979187992	568.0	 0.3	 3.12	 0.03	 0.150	  16.440	 1.3	 0.0513	 0.0000	 5.491e+37	 4.000e+34
    1574	1574	58758.979363536	568.0	 0.3	 2.08	 0.03	 0.370	  21.330	 2.0	 0.0444	 0.0001	 4.749e+37	 5.000e+34
    1575	1575	58758.979363575	568.3	 0.7	 2.56	 0.01	 0.370	 137.600	 1.9	 0.3523	 0.0000	 3.771e+38	 0.000e+00
    1576	1576	58759.940859428	566.0	 0.5	 6.27	 0.09	 0.125	  10.567	 0.1	 0.0662	 0.0001	 7.090e+37	 7.000e+34
